From,To,Length
30,26,0.221014493
30,27,0.209972395
30,28,0.243098689
30,29,0.163906142
30,31,0.210835059
30,32,0.186853002
30,33,0.190821256
30,34,0.238095238
30,35,0.233436853
30,36,0.249827467
30,37,0.271911663
30,38,0.247066943
30,39,0.259144237
30,40,0.229641132
30,41,0.217046239
30,42,0.228433402
30,43,0.192891649
30,44,0.19168392
30,45,0.183057281
30,46,0.189786059
30,47,0.223602484
30,48,0.202726018
30,49,0.126639061
30,50,0.1352657
30,51,0.148033126
31,1,0.209972395
31,2,0.240338164
31,3,0.229468599
31,4,0.245859213
31,5,0.281055901
31,6,0.296411318
31,7,0.339889579
31,8,0.328329883
31,10,0.247757074
31,11,0.227570738
31,12,0.273636991
31,13,0.232401656
31,14,0.202035887
31,15,0.175120773
31,16,0.273119393
31,17,0.259834369
31,18,0.28226363
31,19,0.253968254
31,20,0.242408558
31,21,0.278467909
31,22,0.311594203
31,23,0.244824017
31,24,0.25
31,25,0.255521049
31,26,0.220324362
31,27,0.194444444
31,28,0.245341615
31,29,0.203761215
31,30,0.210835059
31,32,0.248447205
31,33,0.310731539
31,34,0.303830228
31,35,0.295548654
31,36,0.247584541
31,37,0.288129745
31,38,0.232229124
31,39,0.278467909
31,40,0.230331263
31,41,0.245169082
31,42,0.238440304
31,43,0.180296756
31,44,0.192374051
31,45,0.185127674
31,46,0.213768116
31,47,0.255521049
31,48,0.255003451
31,49,0.182712215
31,50,0.178226363
31,51,0.192891649
32,1,0.192374051
32,2,0.235162181
32,3,0.227398206
32,4,0.267425811
32,5,0.250345066
32,6,0.278812974
32,7,0.331608006
32,8,0.325569358
32,10,0.300034507
32,11,0.253795721
32,12,0.315389924
32,13,0.305383023
32,14,0.277950311
32,15,0.229296066
32,16,0.319358178
32,17,0.310731539
32,18,0.327984817
32,19,0.304865424
32,20,0.311939268
32,21,0.2605245
32,22,0.281055901
32,23,0.276570048
32,24,0.276915114
32,25,0.244306418
32,26,0.222567288
32,27,0.176673568
32,28,0.226880607
32,29,0.146652864
32,30,0.186853002
32,31,0.248447205
32,33,0.28847481
32,34,0.336438923
32,35,0.329365079
32,36,0.26552795
32,37,0.287094548
32,38,0.282436163
32,39,0.287094548
32,40,0.285886818
32,41,0.294168392
32,42,0.267770876
32,43,0.253623188
32,44,0.270703934
32,45,0.248447205
32,46,0.276397516
32,47,0.275362319
32,48,0.271911663
32,49,0.221704624
32,50,0.223257419
32,51,0.244133885
33,1,0.229641132
33,2,0.248619738
33,3,0.258971705
33,4,0.285541753
33,5,0.317805383
33,6,0.310731539
33,7,0.368357488
33,8,0.363699103
33,10,0.296411318
33,11,0.265873016
33,12,0.300552105
33,13,0.246549344
33,14,0.238267771
33,15,0.198585231
33,16,0.315044859
33,17,0.297446515
33,18,0.323671498
33,19,0.281400966
33,20,0.292615597
33,21,0.304002761
33,22,0.317977916
33,23,0.272429262
33,24,0.283643892
33,25,0.277087647
33,26,0.252933057
33,27,0.22084196
33,28,0.238785369
33,29,0.283988958
33,30,0.190821256
33,31,0.310731539
33,32,0.28847481
33,34,0.359558316
33,35,0.327984817
33,36,0.248102139
33,37,0.283298827
33,38,0.249482402
33,39,0.279330573
33,40,0.23636991
33,41,0.249137336
33,42,0.233781919
33,43,0.212732919
33,44,0.231538992
33,45,0.209972395
33,46,0.234126984
33,47,0.251207729
33,48,0.251552795
33,49,0.227915804
33,50,0.222394755
33,51,0.211697723
34,1,0.254658385
34,2,0.287439614
34,3,0.27484472
34,4,0.320220842
34,5,0.334541063
34,6,0.350241546
34,7,0.384403037
34,8,0.371463078
34,10,0.330227743
34,11,0.327984817
34,12,0.358350587
34,13,0.330917874
34,14,0.299344375
34,15,0.262077295
34,16,0.387163561
34,17,0.356797792
34,18,0.374568668
34,19,0.343167702
34,20,0.361973775
34,21,0.341097308
34,22,0.366287095
34,23,0.333505866
34,24,0.332125604
34,25,0.322636301
34,26,0.284161491
34,27,0.249309869
34,28,0.298654244
34,29,0.229296066
34,30,0.238095238
34,31,0.303830228
34,32,0.336438923
34,33,0.359558316
34,35,0.483436853
34,36,0.316080055
34,37,0.349378882
34,38,0.331090407
34,39,0.355762595
34,40,0.322291235
34,41,0.314354727
34,42,0.31142167
34,43,0.276742581
34,44,0.29278813
34,45,0.26984127
34,46,0.301242236
34,47,0.314182195
34,48,0.30089717
34,49,0.239820566
34,50,0.243443754
34,51,0.261732229
35,1,0.223084886
35,2,0.252933057
35,3,0.241200828
35,4,0.284161491
35,5,0.278467909
35,6,0.320048309
35,7,0.364044168
35,8,0.360766046
35,10,0.296066253
35,11,0.283816425
35,12,0.336093858
35,13,0.310559006
35,14,0.289855072
35,15,0.27294686
35,16,0.345928226
35,17,0.317805383
35,18,0.353864734
35,19,0.319703244
35,20,0.310041408
35,21,0.295721187
35,22,0.332298137
35,23,0.296756384
35,24,0.298654244
35,25,0.288647343
35,26,0.232919255
35,27,0.211697723
35,28,0.280365769
35,29,0.196859903
35,30,0.233436853
35,31,0.295548654
35,32,0.329365079
35,33,0.327984817
35,34,0.483436853
35,36,0.300207039
35,37,0.319875776
35,38,0.30831608
35,39,0.324016563
35,40,0.296066253
35,41,0.294858523
35,42,0.292615597
35,43,0.252070393
35,44,0.276570048
35,45,0.255521049
35,46,0.277260179
35,47,0.314354727
35,48,0.297964113
35,49,0.230848861
35,50,0.229123533
35,51,0.262767426
36,1,0.229813665
36,2,0.267770876
36,3,0.241200828
36,4,0.321083506
36,5,0.306935818
36,6,0.292443064
36,7,0.303485162
36,8,0.30831608
36,10,0.302277433
36,11,0.26984127
36,12,0.3647343
36,13,0.33868185
36,14,0.267253278
36,15,0.231021394
36,16,0.296756384
36,17,0.323153899
36,18,0.292097999
36,19,0.352657005
36,20,0.295721187
36,21,0.335576259
36,22,0.357142857
36,23,0.329537612
36,24,0.346273292
36,25,0.322291235
36,26,0.258971705
36,27,0.251035197
36,28,0.277260179
36,29,0.204796411
36,30,0.249827467
36,31,0.247584541
36,32,0.26552795
36,33,0.248102139
36,34,0.316080055
36,35,0.300207039
36,37,0.663733609
36,38,0.347481021
36,39,0.35610766
36,40,0.334195997
36,41,0.314699793
36,42,0.331608006
36,43,0.296928916
36,44,0.292960663
36,45,0.276570048
36,46,0.302622498
36,47,0.288647343
36,48,0.299344375
36,49,0.186680469
36,50,0.21342305
36,51,0.214285714
37,1,0.263112491
37,2,0.304520359
37,3,0.277777778
37,4,0.362318841
37,5,0.345065562
37,6,0.325741891
37,7,0.339717046
37,8,0.34799862
37,10,0.341097308
37,11,0.295548654
37,12,0.379744651
37,13,0.346963423
37,14,0.278812974
37,15,0.238440304
37,16,0.33126294
37,17,0.367494824
37,18,0.317805383
37,19,0.381469979
37,20,0.311594203
37,21,0.38336784
37,22,0.394409938
37,23,0.361801242
37,24,0.377501725
37,25,0.354382333
37,26,0.297273982
37,27,0.278985507
37,28,0.309868875
37,29,0.231021394
37,30,0.271911663
37,31,0.288129745
37,32,0.287094548
37,33,0.283298827
37,34,0.349378882
37,35,0.319875776
37,36,0.663733609
37,38,0.364044168
37,39,0.379399586
37,40,0.357487923
37,41,0.329192547
37,42,0.349033816
37,43,0.30952381
37,44,0.307453416
37,45,0.287957212
37,46,0.312284334
37,47,0.30521049
37,48,0.307798482
37,49,0.197722567
37,50,0.21773637
37,51,0.23136646
38,1,0.237405107
38,2,0.291752933
38,3,0.267598344
38,4,0.324189096
38,5,0.304865424
38,6,0.296583851
38,7,0.297273982
38,8,0.308488613
38,10,0.301242236
38,11,0.28226363
38,12,0.35610766
38,13,0.342822636
38,14,0.286059351
38,15,0.238440304
38,16,0.305900621
38,17,0.335921325
38,18,0.299516908
38,19,0.34057971
38,20,0.299861974
38,21,0.34679089
38,22,0.361283644
38,23,0.409765355
38,24,0.374396135
38,25,0.339717046
38,26,0.253795721
38,27,0.253450656
38,28,0.295548654
38,29,0.207556936
38,30,0.247066943
38,31,0.232229124
38,32,0.282436163
38,33,0.249482402
38,34,0.331090407
38,35,0.30831608
38,36,0.347481021
38,37,0.364044168
38,39,0.521048999
38,40,0.414251208
38,41,0.357487923
38,42,0.337991718
38,43,0.306935818
38,44,0.296238785
38,45,0.271221532
38,46,0.301932367
38,47,0.302795031
38,48,0.256728778
38,49,0.180469289
38,50,0.205141477
38,51,0.227915804
39,1,0.276915114
39,2,0.305900621
39,3,0.287439614
39,4,0.333160801
39,5,0.343857833
39,6,0.322463768
39,7,0.330572809
39,8,0.337301587
39,10,0.32073844
39,11,0.288992409
39,12,0.352311939
39,13,0.3436853
39,14,0.298309179
39,15,0.236197378
39,16,0.305900621
39,17,0.331090407
39,18,0.297446515
39,19,0.349033816
39,20,0.297446515
39,21,0.366459627
39,22,0.377674258
39,23,0.390441684
39,24,0.381297447
39,25,0.339371981
39,26,0.257763975
39,27,0.267943409
39,28,0.311766736
39,29,0.228433402
39,30,0.259144237
39,31,0.278467909
39,32,0.287094548
39,33,0.279330573
39,34,0.355762595
39,35,0.324016563
39,36,0.35610766
39,37,0.379399586
39,38,0.521048999
39,40,0.41994479
39,41,0.379744651
39,42,0.352311939
39,43,0.317977916
39,44,0.29899931
39,45,0.276224983
39,46,0.327984817
39,47,0.30831608
39,48,0.275017253
39,49,0.194099379
39,50,0.216873706
39,51,0.239993099
40,1,0.220496894
40,2,0.259144237
40,3,0.242408558
40,4,0.311766736
40,5,0.306763285
40,6,0.273809524
40,7,0.285541753
40,8,0.288819876
40,10,0.28847481
40,11,0.271048999
40,12,0.34178744
40,13,0.333678399
40,14,0.281055901
40,15,0.238612836
40,16,0.297619048
40,17,0.322981366
40,18,0.286404417
40,19,0.328847481
40,20,0.287784679
40,21,0.325741891
40,22,0.348861284
40,23,0.365251898
40,24,0.349033816
40,25,0.326604555
40,26,0.247757074
40,27,0.252415459
40,28,0.304347826
40,29,0.180986888
40,30,0.229641132
40,31,0.230331263
40,32,0.285886818
40,33,0.23636991
40,34,0.322291235
40,35,0.296066253
40,36,0.334195997
40,37,0.357487923
40,38,0.414251208
40,39,0.41994479
40,41,0.353864734
40,42,0.346100759
40,43,0.317115252
40,44,0.297273982
40,45,0.268806073
40,46,0.32194617
40,47,0.299516908
40,48,0.263112491
40,49,0.19910283
40,50,0.205659075
40,51,0.226363009
41,1,0.212215321
41,2,0.225845411
41,3,0.217046239
41,4,0.276570048
41,5,0.272084196
41,6,0.271911663
41,7,0.288992409
41,8,0.303312629
41,10,0.273464458
41,11,0.261904762
41,12,0.31763285
41,13,0.311076605
41,14,0.282608696
41,15,0.226363009
41,16,0.282091097
41,17,0.296238785
41,18,0.285196687
41,19,0.307625949
41,20,0.268461008
41,21,0.295548654
41,22,0.311594203
41,23,0.310213941
41,24,0.297964113
41,25,0.273809524
41,26,0.216356108
41,27,0.211870255
41,28,0.268461008
41,29,0.177363699
41,30,0.217046239
41,31,0.245169082
41,32,0.294168392
41,33,0.249137336
41,34,0.314354727
41,35,0.294858523
41,36,0.314699793
41,37,0.329192547
41,38,0.357487923
41,39,0.379744651
41,40,0.353864734
41,42,0.31452726
41,43,0.278295376
41,44,0.286922015
41,45,0.261732229
41,46,0.331090407
41,47,0.291925466
41,48,0.283126294
41,49,0.204968944
41,50,0.204623879
41,51,0.23326432
42,1,0.205141477
42,2,0.224465148
42,3,0.212905452
42,4,0.281055901
42,5,0.267425811
42,6,0.281918565
42,7,0.274154589
42,8,0.281055901
42,10,0.265010352
42,11,0.273291925
42,12,0.376811594
42,13,0.321256039
42,14,0.279848171
42,15,0.238095238
42,16,0.293478261
42,17,0.306418219
42,18,0.285714286
42,19,0.339199448
42,20,0.280365769
42,21,0.290372671
42,22,0.309351277
42,23,0.31884058
42,24,0.327639752
42,25,0.290200138
42,26,0.208074534
42,27,0.222739821
42,28,0.271566598
42,29,0.155452036
42,30,0.228433402
42,31,0.238440304
42,32,0.267770876
42,33,0.233781919
42,34,0.31142167
42,35,0.292615597
42,36,0.331608006
42,37,0.349033816
42,38,0.337991718
42,39,0.352311939
42,40,0.346100759
42,41,0.31452726
42,43,0.453588682
42,44,0.555555556
42,45,0.488612836
42,46,0.425293306
42,47,0.396307798
42,48,0.330745342
42,49,0.277087647
42,50,0.309178744
42,51,0.265010352
43,1,0.17615597
43,2,0.193581781
43,3,0.186162871
43,4,0.259144237
43,5,0.243616287
43,6,0.230676329
43,7,0.241373361
43,8,0.247929607
43,10,0.279675638
43,11,0.234644582
43,12,0.331953071
43,13,0.296756384
43,14,0.265182885
43,15,0.210662526
43,16,0.269668737
43,17,0.295721187
43,18,0.250862664
43,19,0.293133195
43,20,0.273636991
43,21,0.270013803
43,22,0.291235335
43,23,0.283816425
43,24,0.295376121
43,25,0.26863354
43,26,0.215838509
43,27,0.207729469
43,28,0.246549344
43,29,0.162870945
43,30,0.192891649
43,31,0.180296756
43,32,0.253623188
43,33,0.212732919
43,34,0.276742581
43,35,0.252070393
43,36,0.296928916
43,37,0.30952381
43,38,0.306935818
43,39,0.317977916
43,40,0.317115252
43,41,0.278295376
43,42,0.453588682
43,44,0.546756384
43,45,0.509661836
43,46,0.37715666
43,47,0.334023464
43,48,0.336611456
43,49,0.294340925
43,50,0.305037957
43,51,0.254140787
44,1,0.183229814
44,2,0.198240166
44,3,0.19047619
44,4,0.248102139
44,5,0.235507246
44,6,0.251552795
44,7,0.258454106
44,8,0.26863354
44,10,0.293823326
44,11,0.233609386
44,12,0.339371981
44,13,0.304175293
44,14,0.277260179
44,15,0.225327812
44,16,0.284506556
44,17,0.293305728
44,18,0.273809524
44,19,0.303312629
44,20,0.281400966
44,21,0.252933057
44,22,0.272601794
44,23,0.266218081
44,24,0.284679089
44,25,0.25310559
44,26,0.203243616
44,27,0.186162871
44,28,0.237750173
44,29,0.158040028
44,30,0.19168392
44,31,0.192374051
44,32,0.270703934
44,33,0.231538992
44,34,0.29278813
44,35,0.276570048
44,36,0.292960663
44,37,0.307453416
44,38,0.296238785
44,39,0.29899931
44,40,0.297273982
44,41,0.286922015
44,42,0.555555556
44,43,0.546756384
44,45,0.681849551
44,46,0.425120773
44,47,0.39389234
44,48,0.350069013
44,49,0.300724638
44,50,0.307625949
44,51,0.266218081
45,1,0.166321601
45,2,0.179951691
45,3,0.168219462
45,4,0.233954451
45,5,0.214113182
45,6,0.237232574
45,7,0.242926156
45,8,0.247239476
45,10,0.277950311
45,11,0.218944099
45,12,0.328847481
45,13,0.284851622
45,14,0.265182885
45,15,0.220496894
45,16,0.270703934
45,17,0.274327122
45,18,0.256901311
45,19,0.284334023
45,20,0.2605245
45,21,0.241890959
45,22,0.25431332
45,23,0.242236025
45,24,0.267425811
45,25,0.238095238
45,26,0.1873706
45,27,0.170979986
45,28,0.226535542
45,29,0.149930987
45,30,0.183057281
45,31,0.185127674
45,32,0.248447205
45,33,0.209972395
45,34,0.26984127
45,35,0.255521049
45,36,0.276570048
45,37,0.287957212
45,38,0.271221532
45,39,0.276224983
45,40,0.268806073
45,41,0.261732229
45,42,0.488612836
45,43,0.509661836
45,44,0.681849551
45,46,0.35110421
45,47,0.381124914
45,48,0.347308489
45,49,0.302277433
45,50,0.306245687
45,51,0.257246377
46,1,0.171325052
46,2,0.202898551
46,3,0.189095928
46,4,0.247412008
46,5,0.234989648
46,6,0.244824017
46,7,0.27173913
46,8,0.276742581
46,10,0.301069703
46,11,0.232401656
46,12,0.340407177
46,13,0.31142167
46,14,0.278467909
46,15,0.235334714
46,16,0.297964113
46,17,0.301069703
46,18,0.284851622
46,19,0.302795031
46,20,0.275189786
46,21,0.253795721
46,22,0.284679089
46,23,0.271221532
46,24,0.273464458
46,25,0.238095238
46,26,0.211870255
46,27,0.182539683
46,28,0.242926156
46,29,0.162180814
46,30,0.189786059
46,31,0.213768116
46,32,0.276397516
46,33,0.234126984
46,34,0.301242236
46,35,0.277260179
46,36,0.302622498
46,37,0.312284334
46,38,0.301932367
46,39,0.327984817
46,40,0.32194617
46,41,0.331090407
46,42,0.425293306
46,43,0.37715666
46,44,0.425120773
46,45,0.35110421
46,47,0.292615597
46,48,0.329365079
46,49,0.24068323
46,50,0.266045549
46,51,0.248102139
47,1,0.178916494
47,2,0.215148378
47,3,0.209109731
47,4,0.264665286
47,5,0.235162181
47,6,0.27915804
47,7,0.289337474
47,8,0.290717736
47,10,0.262767426
47,11,0.240855763
47,12,0.313492063
47,13,0.299689441
47,14,0.267770876
47,15,0.235679779
47,16,0.281573499
47,17,0.271566598
47,18,0.283988958
47,19,0.293133195
47,20,0.257591442
47,21,0.257246377
47,22,0.276224983
47,23,0.285886818
47,24,0.279503106
47,25,0.269323671
47,26,0.189095928
47,27,0.174258109
47,28,0.265700483
47,29,0.138198758
47,30,0.223602484
47,31,0.255521049
47,32,0.275362319
47,33,0.251207729
47,34,0.314182195
47,35,0.314354727
47,36,0.288647343
47,37,0.30521049
47,38,0.302795031
47,39,0.30831608
47,40,0.299516908
47,41,0.291925466
47,42,0.396307798
47,43,0.334023464
47,44,0.39389234
47,45,0.381124914
47,46,0.292615597
47,48,0.341442374
47,49,0.29589372
47,50,0.283988958
47,51,0.279675638
48,1,0.167011732
48,2,0.212905452
48,3,0.189268461
48,4,0.217046239
48,5,0.213768116
48,6,0.242753623
48,7,0.289510007
48,8,0.29278813
48,10,0.278640442
48,11,0.209282264
48,12,0.315907522
48,13,0.284161491
48,14,0.257936508
48,15,0.25431332
48,16,0.292097999
48,17,0.268978606
48,18,0.285196687
48,19,0.264837819
48,20,0.264320221
48,21,0.23757764
48,22,0.26363009
48,23,0.238267771
48,24,0.241373361
48,25,0.241545894
48,26,0.197377502
48,27,0.159247757
48,28,0.237750173
48,29,0.164768806
48,30,0.202726018
48,31,0.255003451
48,32,0.271911663
48,33,0.251552795
48,34,0.30089717
48,35,0.297964113
48,36,0.299344375
48,37,0.307798482
48,38,0.256728778
48,39,0.275017253
48,40,0.263112491
48,41,0.283126294
48,42,0.330745342
48,43,0.336611456
48,44,0.350069013
48,45,0.347308489
48,46,0.329365079
48,47,0.341442374
48,49,0.430986888
48,50,0.3542098
48,51,0.308488613
49,1,0.114389234
49,2,0.123188406
49,3,0.136818496
49,4,0.174430642
49,5,0.173395445
49,6,0.188233264
49,7,0.225327812
49,8,0.221532091
49,10,0.194616977
49,11,0.166494134
49,12,0.247757074
49,13,0.215493444
49,14,0.2084196
49,15,0.179089027
49,16,0.224637681
49,17,0.212387854
49,18,0.216873706
49,19,0.224465148
49,20,0.194962043
49,21,0.170289855
49,22,0.183919945
49,23,0.180986888
49,24,0.200310559
49,25,0.164423741
49,26,0.130779848
49,27,0.119392685
49,28,0.167184265
49,29,0.080745342
49,30,0.126639061
49,31,0.182712215
49,32,0.221704624
49,33,0.227915804
49,34,0.239820566
49,35,0.230848861
49,36,0.186680469
49,37,0.197722567
49,38,0.180469289
49,39,0.194099379
49,40,0.19910283
49,41,0.204968944
49,42,0.277087647
49,43,0.294340925
49,44,0.300724638
49,45,0.302277433
49,46,0.24068323
49,47,0.29589372
49,48,0.430986888
49,50,0.324361629
49,51,0.258626639
50,1,0.121118012
50,2,0.134748102
50,3,0.141649413
50,4,0.183402346
50,5,0.170979986
50,6,0.197204969
50,7,0.228778468
50,8,0.226535542
50,10,0.215320911
50,11,0.186162871
50,12,0.303657695
50,13,0.224982747
50,14,0.224982747
50,15,0.174430642
50,16,0.231538992
50,17,0.233436853
50,18,0.234299517
50,19,0.255348516
50,20,0.218599034
50,21,0.188750863
50,22,0.200483092
50,23,0.194444444
50,24,0.221014493
50,25,0.183747412
50,26,0.139924086
50,27,0.127329193
50,28,0.164596273
50,29,0.099378882
50,30,0.1352657
50,31,0.178226363
50,32,0.223257419
50,33,0.222394755
50,34,0.243443754
50,35,0.229123533
50,36,0.21342305
50,37,0.21773637
50,38,0.205141477
50,39,0.216873706
50,40,0.205659075
50,41,0.204623879
50,42,0.309178744
50,43,0.305037957
50,44,0.307625949
50,45,0.306245687
50,46,0.266045549
50,47,0.283988958
50,48,0.3542098
50,49,0.324361629
50,51,0.294858523
51,1,0.140096618
51,2,0.148033126
51,3,0.139406487
51,4,0.176673568
51,5,0.163043478
51,6,0.203071084
51,7,0.246204279
51,8,0.244478951
51,10,0.221532091
51,11,0.183574879
51,12,0.255866115
51,13,0.253968254
51,14,0.230676329
51,15,0.209627329
51,16,0.22826087
51,17,0.221704624
51,18,0.235679779
51,19,0.224292616
51,20,0.212732919
51,21,0.184610076
51,22,0.207039337
51,23,0.201863354
51,24,0.207556936
51,25,0.184092478
51,26,0.134748102
51,27,0.11973775
51,28,0.19910283
51,29,0.103864734
51,30,0.148033126
51,31,0.192891649
51,32,0.244133885
51,33,0.211697723
51,34,0.261732229
51,35,0.262767426
51,36,0.214285714
51,37,0.23136646
51,38,0.227915804
51,39,0.239993099
51,40,0.226363009
51,41,0.23326432
51,42,0.265010352
51,43,0.254140787
51,44,0.266218081
51,45,0.257246377
51,46,0.248102139
51,47,0.279675638
51,48,0.308488613
51,49,0.258626639
51,50,0.294858523
